amount,is_foreign,prev_frauds,hour,channel,label
186.4987893931179,0,1,7,online,0
1.8479211221988818,0,0,7,online,0
21.399380287189864,0,0,12,online,0
217.8324774580482,0,0,1,online,0
1.0148874103594006,0,0,11,in-store,0
35.06316322083981,1,0,9,online,0
159.13956922778632,0,0,11,online,0
235.46305733096253,0,0,10,online,0
211.08829642704973,0,1,14,online,0
50.7899734616049,0,0,15,in-store,0
249.08345777970777,0,0,16,mobile,0
54.164751810561185,0,0,1,online,0
78.72698178361689,0,0,17,mobile,0
274.4715103331581,0,0,11,online,0
209.75476286055363,0,0,18,online,0
378.3912154926802,0,0,22,online,0
214.3626576339525,1,0,17,online,0
168.0088611174515,0,0,16,online,0
19.671412289682095,0,0,5,in-store,0
91.68326144140401,1,1,14,online,1
61.63202957176623,0,0,2,mobile,0
55.940040732484256,0,0,5,online,0
722.4618812325851,0,0,2,online,0
99.87749940800475,0,0,0,in-store,0
445.2110422497046,1,0,12,online,0
199.46687714729663,0,0,20,online,0
316.76505053767994,1,0,13,in-store,0
139.6870648777541,0,0,12,mobile,0
172.031180528317,0,0,3,in-store,0
135.6586866683387,0,0,6,in-store,0
43.4429790650477,0,1,21,in-store,0
256.3523606131608,0,0,9,mobile,0
65.91547367325259,1,0,6,online,0
4.9232962161377225,0,0,20,online,0
207.39375725905478,1,0,14,online,0
38.986714044964536,0,0,14,online,0
564.2166294546606,1,0,3,in-store,0
615.5124825576047,0,0,22,in-store,0
492.7019769267683,0,0,22,online,0
92.45747929947335,0,0,5,online,0
3.1154630743888765,0,0,23,in-store,0
527.104691466378,0,0,19,online,0
111.78765541061226,0,0,4,in-store,0
680.1684032244112,0,0,19,online,0
662.7470952260411,1,0,11,online,0
383.4774034358838,0,0,0,online,0
69.75521363443205,0,0,7,online,0
97.25838641973871,0,1,0,in-store,0
380.94533049561596,0,0,4,mobile,0
76.22924628614342,0,0,21,in-store,0
37.14372325915096,0,0,5,online,0
162.74739841204556,0,0,20,online,0
550.2586941614084,0,0,2,in-store,0
238.16511955158742,0,1,14,in-store,0
168.8224672871311,0,0,4,online,0
20.445639469864577,0,1,23,online,0
190.90614310354354,0,0,13,in-store,0
922.1139495692635,0,0,17,online,0
30.18411732845283,0,0,15,online,0
146.09906499630074,0,0,5,online,0
419.72172758015887,0,1,23,online,0
270.006849670734,0,0,13,mobile,0
238.8148850603346,0,0,23,mobile,0
242.45751124489797,0,1,7,online,0
89.09846846298983,0,1,6,online,0
69.51241685341904,0,0,7,online,0
331.47490145194246,0,0,12,online,0
332.26563981740577,1,0,5,online,0
403.590009473583,0,0,17,in-store,0
488.92319236732726,0,0,1,online,0
143.21864738658076,0,0,7,online,0
139.23687551023986,0,0,10,online,0
320.1899864616975,0,0,0,online,0
209.94381497756004,1,0,21,online,0
242.1101297023034,0,0,5,online,0
317.72389499084096,0,0,15,mobile,0
441.4646952693534,0,0,19,online,0
82.49648142753084,0,0,11,online,0
94.18735774551126,0,0,10,mobile,0
19.73920783747211,0,0,9,mobile,0
172.68280532188695,0,0,2,online,0
7.3208208421714,0,1,12,in-store,0
125.32138963642193,0,0,2,online,0
156.4589171374252,0,0,14,online,0
67.5261320629045,0,0,15,online,0
178.72650602923505,0,0,12,in-store,0
6.195012420294909,0,0,16,in-store,0
7.612699856557876,0,1,2,online,0
345.87027390762717,0,1,19,online,0
89.31700484154894,0,0,10,in-store,0
27.177808259485598,0,1,20,online,0
147.73071765580312,0,0,18,online,0
293.92958808914705,0,0,21,in-store,0
48.62360068598067,0,0,10,in-store,0
195.04392373129858,0,0,15,in-store,0
17.842205797979457,0,0,20,mobile,0
10.613019182061882,0,0,2,online,0
151.5817881251042,1,0,21,in-store,0
155.58208853894843,0,0,5,in-store,0
202.9074896409232,0,0,13,online,0
258.99211258333685,0,0,23,online,0
744.7114017399986,1,0,17,online,0
145.25822384607125,0,0,16,online,0
78.00394282119576,0,0,3,in-store,0
317.13079594653726,0,1,22,in-store,0
63.170293087227456,0,0,14,online,0
115.59668625466027,0,0,10,online,0
16.34103371673398,1,0,2,mobile,0
5.1355219082948755,0,0,2,online,0
657.4759846537204,0,0,15,online,0
361.5535284230125,0,0,4,online,0
238.1285465598683,0,0,20,online,0
105.17192889302838,0,1,9,online,0
38.06130722842175,0,1,18,online,0
34.02414831457083,0,0,3,online,0
57.60119782531672,0,0,18,online,0
159.35812966266292,0,0,10,online,0
250.76985755535514,0,0,1,online,0
215.8780699393597,1,0,9,in-store,0
65.68245227779919,0,0,10,in-store,0
619.6206997112613,1,0,19,online,0
267.80348097504526,0,0,15,online,0
161.64609638626627,0,0,18,in-store,0
189.206094407487,0,0,22,online,0
108.80757310641027,0,1,23,online,0
56.932258454812704,0,0,10,in-store,0
88.00282586462248,0,0,13,mobile,0
283.6363695513426,0,0,1,in-store,0
2.899615944160855,0,0,22,online,0
24.67607844799521,1,0,4,in-store,0
9.418875390504105,1,0,4,online,0
8.316290383458485,0,0,18,in-store,0
386.8406067231317,0,0,20,online,0
243.24812234013766,0,0,11,online,0
128.5569188825785,0,0,17,in-store,0
20.59138368956265,0,0,3,online,0
135.30359315944665,0,0,21,online,0
128.29006641887423,0,1,16,mobile,0
38.038942560044994,1,0,9,online,0
113.77982626046477,0,0,19,online,0
101.66732291664138,0,0,5,online,0
191.3444865826269,0,0,13,in-store,0
201.62290720818243,0,0,10,in-store,0
9.272464804106946,0,1,10,online,0
93.87680093101231,1,0,17,in-store,0
196.6249989565457,0,0,22,online,0
139.88789052155795,1,0,21,in-store,0
388.26989063508773,0,0,17,online,0
214.99495281099956,0,0,23,online,0
35.57057375346147,0,0,22,mobile,0
14.636487251248168,0,0,10,online,0
205.67882942177823,1,0,20,online,0
5.373814533478885,1,1,11,online,1
176.26947556145814,0,1,4,mobile,0
563.4510910774304,0,1,22,online,0
171.35648911550888,0,1,8,online,0
98.26013844478145,1,0,8,online,0
206.16543156899638,0,1,21,online,0
122.59119481021825,0,0,9,online,0
157.76287211526403,0,0,21,in-store,0
567.6254292465999,0,0,18,mobile,0
97.58550547003743,0,0,0,online,0
649.8183723013508,0,0,6,online,0
471.51523675398386,1,0,3,online,0
43.57925218809,0,0,0,online,0
14.376831060631403,0,1,14,mobile,0
21.245067096326043,1,0,7,online,0
3.6779775694467407,0,0,11,online,0
19.84100233115083,1,0,21,in-store,0
229.77497451543343,0,0,21,online,0
14.769925389285405,0,0,17,in-store,0
76.8314376589737,1,0,14,online,0
372.7052080194554,0,1,16,in-store,0
4.709400636142302,0,0,13,mobile,0
336.9061012371917,0,0,13,in-store,0
66.2166933679259,0,0,17,mobile,0
25.15002396582153,0,0,19,online,0
238.6310816879827,0,0,17,online,0
198.27983528664404,1,0,15,in-store,0
419.88316281738935,0,0,0,online,0
265.6587157528801,0,2,22,online,0
325.39916119879564,0,0,10,online,0
66.26677246134771,0,0,14,online,0
39.06665920808939,0,0,11,online,0
277.75127920108497,1,0,7,online,0
328.8418366486839,0,0,21,in-store,0
931.4009780280461,0,0,19,online,0
106.415870830521,0,0,5,online,0
93.04878239234654,0,0,2,online,0
299.5909006687174,0,2,23,online,0
83.34673418615063,0,0,12,mobile,0
534.0275848798652,0,1,12,online,0
390.96783143324984,0,0,1,online,0
112.07112188843193,0,0,4,in-store,0
277.95694329909225,0,0,16,online,0
280.9265973710034,0,0,5,online,0
21.767503761343605,0,2,1,online,0
465.6891361735264,0,0,3,mobile,0
140.74149795135088,0,1,21,online,0
350.266511504666,0,1,10,online,0
77.14708523290166,0,0,7,online,0
451.75810290918525,0,0,11,online,0
98.59769081203424,0,0,7,online,0
2.1793613230350957,0,0,10,online,0
471.58145939249073,0,0,21,online,0
19.145122109695052,1,0,19,mobile,0
76.93072667700778,0,0,7,in-store,0
599.3944766376571,0,0,7,online,0
601.5899080207979,0,2,16,in-store,0
170.39945821105275,0,1,19,online,0
199.84601607810492,0,0,19,online,0
119.00293272457152,1,1,22,in-store,1
69.4045557492394,0,0,15,in-store,0
79.69726691007794,0,1,13,in-store,0
223.26471598570126,0,1,10,online,0
279.16757473261544,1,0,6,mobile,0
313.6390832442297,0,1,15,online,0
311.7662063697483,0,0,12,mobile,0
19.12738930806389,0,0,14,mobile,0
136.40991931467119,0,1,23,online,0
11.856341289747558,1,0,15,in-store,0
159.49226313907857,1,0,20,online,0
116.51105499745671,0,0,22,online,0
437.32373284416025,1,0,23,online,0
86.43832389357702,0,0,8,online,0
24.901195510490172,1,0,2,mobile,0
30.861530908423873,0,0,18,in-store,0
286.68610941581875,0,0,19,online,0
192.581135949607,0,0,4,in-store,0
21.32174244907709,0,0,9,mobile,0
17.571104333721017,0,1,16,online,0
241.44169433061995,0,1,14,mobile,0
15.109217905159428,0,1,22,online,0
345.03717076171625,0,0,7,in-store,0
244.999950626001,0,0,14,online,0
16.969750116062414,0,1,20,online,0
17.73077355556134,1,0,13,online,0
863.0917124116185,0,0,19,in-store,0
93.76751651045791,0,0,6,online,0
92.61105209506249,0,0,20,online,0
335.11508065653544,1,0,22,online,0
588.4329075926487,0,1,11,mobile,0
853.7547879203968,0,0,16,online,0
279.97984602326835,0,0,16,online,0
94.40419992382513,1,0,9,online,0
17.43879873959145,0,0,18,online,0
300.24850809092516,0,0,13,in-store,0
163.4720815122986,0,0,10,in-store,0
110.40662506099474,1,0,1,online,0
473.6475350956181,0,0,17,online,0
23.576041594376047,0,0,6,in-store,0
135.70102187459085,1,1,11,online,1
2.2837178865083336,0,1,1,in-store,0
126.47087391658525,0,0,19,in-store,0
11.590086213185154,0,0,17,in-store,0
25.298199186234243,0,0,5,online,0
25.005246401491256,0,0,23,online,0
209.5136772813943,0,0,9,mobile,0
274.11954351929455,0,0,19,online,0
175.1107554405737,0,0,14,in-store,0
654.9440418204754,1,0,4,online,0
93.95931558405344,0,0,19,in-store,0
67.29383148411175,1,0,2,online,0
405.90050763404594,0,0,4,online,0
50.61641354637067,1,0,7,online,0
660.5740212503822,0,1,7,in-store,0
2.4457888717938614,0,1,7,in-store,0
700.5053845758963,0,0,11,online,0
8.823799723700379,1,0,23,online,0
443.54424583200176,0,0,22,in-store,0
150.02865006987807,0,1,7,online,0
991.3657215852065,0,0,10,online,0
15.332275190890988,0,0,13,online,0
161.42193274666977,0,0,7,online,0
696.715044251201,0,1,23,online,0
148.0887866362088,0,0,9,online,0
198.52565807623748,0,0,6,online,0
237.98024762335484,0,0,16,online,0
121.22555113539018,0,0,3,online,0
197.53483460160442,0,0,12,online,0
175.56517236115113,0,0,3,online,0
462.8465538965295,0,0,4,in-store,0
9.302292348696195,0,1,21,online,0
65.96854517975169,0,0,3,online,0
600.7992011721863,0,0,17,online,0
441.9351656906972,0,0,5,online,0
121.635052391924,0,0,23,online,0
193.58660574779546,0,0,23,online,0
64.97468397902603,0,0,22,mobile,0
41.6808322872129,0,0,21,online,0
124.61171976081975,0,0,1,mobile,0
87.19070692334667,0,0,22,online,0
175.2487412013286,0,0,10,online,0
16.18445688663696,0,0,13,online,0
732.9920245045134,0,0,4,online,0
856.7731151105077,1,0,5,online,0
239.57277638255786,0,0,9,in-store,0
153.61568688241798,0,0,7,online,0
74.075860310872,0,0,13,mobile,0
336.18143349759936,0,0,23,in-store,0
230.86591672976314,0,0,2,online,0
35.49473082009767,0,1,11,online,0
483.6602183998255,0,0,15,online,0
345.79890227345425,0,0,22,online,0
598.3477050066872,0,0,16,online,0
258.72080083922685,0,0,0,online,0
190.08080391827457,0,0,22,online,0
108.34050131862267,0,0,9,online,0
539.8036723094236,1,1,22,mobile,1
402.078476009384,0,0,9,in-store,0
9.254587730624557,0,1,20,mobile,0
5.344163373302273,0,1,23,online,0
94.46955231665257,0,1,1,online,0
332.72954459921726,1,0,8,online,0
872.8550936440336,0,0,21,online,0
32.60190198689594,1,0,12,online,0
180.34482604314715,0,0,15,in-store,0
95.89473995161923,1,0,17,in-store,0
700.7417108751926,0,0,18,online,0
369.18264148672694,0,0,11,online,0
364.43800929397145,0,0,7,online,0
126.4831142279547,0,0,16,online,0
107.1669872654698,0,1,14,online,0
63.87777843001224,0,1,9,online,0
11.605392768967244,0,0,14,online,0
400.0852280006621,0,0,14,mobile,0
335.22348784998456,0,0,22,online,0
1634.4891195636164,0,0,6,in-store,1
1138.9746801488666,0,0,12,online,1
162.1303185282788,0,0,16,online,0
293.05661804125214,0,1,8,online,0
579.2343365748872,0,0,7,online,0
378.95440294184914,0,0,19,online,0
56.83048891622931,0,0,20,in-store,0
119.7653654799729,0,0,17,in-store,0
27.65926886261773,0,0,12,online,0
616.0447572883418,0,0,15,online,0
186.36954051772364,0,0,8,mobile,0
51.92074508369674,0,0,11,online,0
222.76590783465005,0,1,11,online,0
192.53408694861434,1,0,5,online,0
88.68409245942121,0,0,18,in-store,0
24.107824279693855,0,0,6,mobile,0
222.68825670382043,0,1,2,online,0
146.92208483720754,0,0,15,mobile,0
295.961416192103,0,0,17,in-store,0
146.861972084703,1,0,15,online,0
382.3540222616968,0,0,22,online,0
160.5508238042975,0,0,6,online,0
164.62291619602942,1,0,3,mobile,0
418.5517286459543,0,0,7,online,0
103.3294627976234,0,0,12,in-store,0
28.77759107805979,0,0,12,online,0
5.841004286418936,0,0,16,in-store,0
281.4114905325171,0,0,16,online,0
193.67979341213592,1,1,4,online,1
243.5330695595753,0,0,5,in-store,0
47.896298698688696,0,0,18,in-store,0
29.32251024565573,0,0,12,mobile,0
2.9302952531337563,0,0,13,online,0
86.33745230301385,0,0,21,in-store,0
178.27947513298892,0,1,3,online,0
99.59637351223014,0,0,6,online,0
115.06391256568624,0,0,7,online,0
469.0123045962883,0,0,12,online,0
85.62052288502234,0,0,5,online,0
144.30500561446422,0,0,5,mobile,0
306.1743475439403,0,0,23,online,0
101.01602625983594,0,0,20,in-store,0
194.61809507061707,1,0,2,online,0
396.62812873686136,0,0,2,online,0
597.2380830749336,0,0,12,online,0
31.816375862967195,0,0,21,mobile,0
522.3325526084158,0,1,1,mobile,0
135.50055619910611,0,0,15,mobile,0
59.74709087027915,0,0,21,mobile,0
122.9173934741395,0,0,5,online,0
782.7306195161183,0,0,7,online,0
135.69825853347194,0,0,22,in-store,0
79.72320642009996,0,1,7,online,0
200.69725479153192,1,0,5,online,0
54.92569354312059,0,0,13,online,0
15.779060995247008,0,0,2,online,0
27.595043942483173,0,0,9,online,0
27.403684813401423,0,0,2,online,0
32.951980311334594,0,0,11,online,0
29.89201321350331,0,0,16,online,0
204.8168102151613,1,0,4,online,0
40.149271406896325,0,0,19,online,0
84.82786315896105,0,0,8,in-store,0
454.19482502567155,0,0,20,online,0
128.47622832931873,0,0,19,online,0
220.25781673047612,0,0,6,in-store,0
37.8257034226433,0,0,21,online,0
42.71019619901901,0,2,3,online,0
8.34544254351306,1,1,12,in-store,1
37.00946881311617,0,0,12,online,0
65.3096237262291,0,0,9,in-store,0
38.96236349662159,0,0,17,in-store,0
18.577181572073513,0,0,16,in-store,0
25.711242698670507,0,0,19,online,0
123.52586867307582,0,0,19,online,0
46.218441269019316,0,0,12,online,0
90.5962231021837,0,0,16,online,0
140.00103694286608,0,0,21,online,0
234.49148680250843,0,0,3,online,0
8.021146020003085,1,0,0,online,0
321.2988487652239,0,2,0,online,0
197.71873807345926,0,1,14,online,0
17.05908607526685,0,1,12,online,0
413.6269396976181,0,0,16,in-store,0
507.3387092757856,0,0,23,online,0
12.60456551203268,1,0,7,online,0
64.83536862573015,0,0,17,mobile,0
328.18703664532853,0,0,12,online,0
275.8714480428617,0,0,22,online,0
40.795926412360096,0,0,13,online,0
46.97980623630665,0,0,7,in-store,0
92.55702200487394,0,0,7,online,0
132.53251293372287,1,0,14,online,0
192.6003668117104,0,0,12,online,0
92.06251260007024,0,0,6,mobile,0
124.17822184418353,0,0,4,online,0
275.2457880779685,0,0,16,online,0
7.474590464295693,0,1,15,mobile,0
58.187324376479445,0,0,22,online,0
249.89837499120515,0,1,1,mobile,0
451.1533508661227,0,0,21,online,0
143.35582244168017,0,0,17,in-store,0
151.90590047061377,0,0,16,online,0
22.672267708132676,1,0,6,in-store,0
118.62864921671017,0,0,12,mobile,0
152.121359811058,0,0,17,online,0
55.53856065213066,0,1,13,online,0
62.73492237570877,1,0,17,online,0
94.7329969604944,1,0,12,online,0
4.055072150062903,0,0,10,online,0
77.74495225122715,0,0,20,online,0
47.51138712472597,0,0,20,online,0
79.34984604639654,0,0,15,online,0
25.51262065695625,0,0,22,online,0
442.41597998860493,0,0,16,in-store,0
180.07976277591195,0,0,7,online,0
227.32659157860633,0,0,18,online,0
311.34180647555826,0,0,19,online,0
138.00728436977704,0,0,14,online,0
18.18641890349117,0,0,8,online,0
154.05167265896452,0,0,19,online,0
176.78461157427472,0,2,9,online,0
273.64332976168185,0,1,11,in-store,0
113.00692987659642,0,1,20,online,0
27.296933345862445,1,2,22,in-store,1
66.75243605234078,0,1,19,in-store,0
90.22296509492469,0,0,0,in-store,0
207.64492232437232,0,0,19,mobile,0
169.15634424028391,0,0,8,online,0
88.04135193036123,0,0,21,online,0
861.2391544339624,0,0,14,mobile,0
186.16660169344186,1,1,0,online,1
54.15890575135999,0,0,11,online,0
21.46860092497737,1,3,2,in-store,1
33.17765851796518,1,1,10,in-store,1
56.46136987902819,0,0,1,mobile,0
35.032974990858804,1,0,15,mobile,0
41.29834909091608,0,0,8,in-store,0
67.1211696430893,0,0,14,online,0
38.0804867325774,0,0,11,mobile,0
454.1502898711831,1,0,0,online,0
16.727142518400033,1,0,12,online,0
148.68247002254054,0,0,13,mobile,0
105.66111129786047,0,0,7,online,0
807.7284332031841,0,0,7,online,0
23.76546913948098,0,0,11,online,0
101.45159874848608,0,0,0,mobile,0
697.811932825343,0,0,10,online,0
401.24881239363094,0,1,7,in-store,0
339.73260680723587,0,0,9,online,0
59.65501670670093,1,0,18,in-store,0
37.47990655729751,0,0,10,in-store,0
220.9119197363567,0,1,6,online,0
530.077018991991,0,0,10,online,0
162.73008438094845,1,0,16,online,0
169.5455122917173,1,0,0,mobile,0
65.69500616213017,0,0,20,in-store,0
293.4947516824177,0,0,20,mobile,0
41.41559642921417,0,0,7,online,0
78.21756262384653,0,0,22,in-store,0
110.82891001396611,0,0,23,in-store,0
141.6969925289397,0,2,5,in-store,0
55.52251671392116,0,0,21,mobile,0
24.396654428827087,0,0,17,online,0
188.6399314858713,0,0,5,online,0
68.11267368730836,0,0,4,in-store,0
174.09061365848873,0,2,12,in-store,0
33.53295055413596,1,0,18,online,0
131.22427560570551,0,0,21,online,0
152.10944962581556,1,0,7,online,0
10.642930291424266,0,0,8,online,0
82.07672027608464,0,0,16,online,0
28.86986536638632,0,0,2,in-store,0
13.094451754504977,0,0,18,in-store,0
920.2402622790648,0,0,10,online,0
77.82600450388405,0,1,23,online,0
332.01412275397973,0,0,16,online,0
58.77776685868028,0,0,20,online,0
228.8282702040703,0,0,18,in-store,0
285.6132445656417,0,0,1,mobile,0
181.08931883382795,0,0,7,online,0
127.57132880905435,0,1,18,in-store,0
106.15156270107555,0,1,6,mobile,0
85.80866034079496,0,0,16,in-store,0
530.5112096441562,1,0,5,online,0
355.1214142283596,0,0,18,mobile,0
670.6352778831383,0,0,23,online,0
26.54570836722111,1,0,5,online,0
262.5102726921015,0,0,1,online,0
557.2254530522481,0,2,5,online,0
39.991161940159536,0,0,22,online,0
13.762063494499374,0,0,4,online,0
270.2786306377244,0,0,18,online,0
170.88542883973395,0,0,19,in-store,0
368.8154282642956,0,0,3,mobile,0
30.11164928283852,0,0,21,online,0
317.2100222063736,1,0,16,mobile,0
45.03595461340459,0,0,10,mobile,0
35.7430397931036,0,1,3,in-store,0
35.88893131199014,0,0,12,online,0
337.02065651280174,0,0,19,in-store,0
218.84272780319378,0,1,16,mobile,0
148.07519126920886,0,0,8,in-store,0
88.89228033561363,0,0,3,online,0
419.44053345886647,1,1,22,online,1
99.66254993948898,0,0,13,in-store,0
339.21653256961395,0,0,18,online,0
115.65497622277607,0,0,2,online,0
94.62391316354743,0,0,13,online,0
124.23221197992052,0,1,7,in-store,0
71.72905508612841,0,0,23,mobile,0
275.3554625873879,0,0,0,online,0
139.7205631391192,0,0,9,mobile,0
